Marque,Modèle,Type de Carburant,Puissance Fiscale (CV),Puissance Moteur,Transmission,Consommation Urbaine (L/100 km),Consommation Autoroute (L/100 km),Consommation Mixte (L/100 km),Emissions CO2 (g/km),Catégorie de Véhicule,Cylindrée (L),Cylindres,masse orde marche min,masse orde marche max
MERCEDES-BENZ,G 500 BREAK LONG BVA,ES,24,218.0,A 5,21.8,13.7,16.7,400,,,,,
MERCEDES-BENZ,G 500 CABRIOLET BVA,ES,24,218.0,A 5,21.8,13.7,16.7,400,,,,,
MASERATI,QUATTROPORTE 2.8L BVA,ES,23,209.0,A 4,25.6,12.4,17.3,403,,,,,
ROLLS-ROYCE,PARK WARD,ES,27,240.0,A 5,25.4,12.8,17.4,405,,,,,
ROLLS-ROYCE,PARK WARD,ES,27,240.0,A 5,25.4,12.8,17.4,405,,,,,
ROLLS-ROYCE,SILVER SERAPH,ES,27,240.0,A 5,25.4,12.8,17.4,405,,,,,
ROLLS-ROYCE,SILVER SERAPH,ES,27,240.0,A 5,25.4,12.8,17.4,405,,,,,
TOYOTA,LAND CRUISER SW 4.7L V8 7PL,ES,19,173.0,A 4,22.4,13.3,16.6,405,,,,,
MASERATI,QUATTROPORTE 3.2L BVA,ES,28,247.0,A 4,27.3,12.4,17.9,418,,,,,
MASERATI,3200 GTA,ES,31,271.0,A 4,26.2,12.2,17.3,420,,,,,
FERRARI,360MODENA,ES,34,294.0,M 6,30.2,12.9,19.3,440,,,,,
FERRARI,360MODENA F1,ES,34,294.0,M 6,30.2,12.9,19.3,440,,,,,
FERRARI,360SPIDER,ES,34,294.0,M 6,30.2,12.9,19.3,440,,,,,
FERRARI,360SPIDER F1,ES,34,294.0,M 6,30.2,12.9,19.3,440,,,,,
BENTLEY,CONTINENTAL R,ES,35,299.6,A 4,28.1,13.2,18.7,443,,,,,
BENTLEY,CONTINENTAL R,ES,37,313.3,A 4,28.1,13.2,18.7,443,,,,,
BENTLEY,CONTINENTAL R,ES,37,313.3,A 4,28.1,13.2,18.7,443,,,,,
BENTLEY,CONTINENTAL R,ES,33,286.1,A 4,28.1,13.2,18.7,443,,,,,
BENTLEY,CONTINENTAL R,ES,33,286.1,A 4,28.1,13.2,18.7,443,,,,,
BENTLEY,CONTINENTAL R,ES,35,299.6,A 4,28.1,13.2,18.7,443,,,,,
BENTLEY,CONTINENTAL T,ES,37,313.3,A 4,28.1,13.2,18.7,443,,,,,
BENTLEY,CONTINENTAL T,ES,37,313.3,A 4,28.1,13.2,18.7,443,,,,,
MASERATI,QUATTROPORTE 3.2L,ES,28,247.0,M 6,29.5,13.2,19.1,447,,,,,
BENTLEY,ARNAGE RED LABEL,ES,35,298.4,A 4,27.7,14.3,19.2,456,,,,,
BENTLEY,ARNAGE RED LABEL,ES,35,298.4,A 4,27.7,14.3,19.2,456,,,,,
BENTLEY,ARNAGE RED LABEL,ES,35,298.4,A 4,27.7,14.3,19.2,456,,,,,
BENTLEY,ARNAGE RED LABEL,ES,35,298.4,A 4,27.7,14.3,19.2,456,,,,,
BENTLEY,AZURE,ES,33,286.1,A 4,27.5,14.2,19.0,456,,,,,
BENTLEY,AZURE,ES,33,286.1,A 4,27.5,14.2,19.0,456,,,,,
BENTLEY,AZURE,ES,35,299.6,A 4,27.5,14.2,19.0,456,,,,,
BENTLEY,AZURE,ES,35,299.6,A 4,27.5,14.2,19.0,456,,,,,
BENTLEY,AZURE,ES,37,313.3,A 4,27.5,14.2,19.0,456,,,,,
BENTLEY,AZURE,ES,37,313.3,A 4,27.5,14.2,19.0,456,,,,,
BENTLEY,CONTINENTAL SC,ES,35,299.6,A 4,27.5,14.2,19.0,456,,,,,
BENTLEY,CONTINENTAL SC,ES,35,299.6,A 4,27.5,14.2,19.0,456,,,,,
BENTLEY,CONTINENTAL SC,ES,37,313.3,A 4,27.5,14.2,19.0,456,,,,,
BENTLEY,CONTINENTAL SC,ES,37,313.3,A 4,27.5,14.2,19.0,456,,,,,
ROLLS-ROYCE,CORNICHE,ES,28,242.3,A 4,27.5,14.2,19.0,456,,,,,
ROLLS-ROYCE,CORNICHE,ES,28,242.3,A 4,27.5,14.2,19.0,456,,,,,
ASTON MARTIN,DB7Vantage 2PL CG,ES,36,306.0,M 6,30.8,12.9,19.5,469,,,,,
ASTON MARTIN,DB7Vantage 4PL CG,ES,36,306.0,M 6,30.8,12.9,19.5,469,,,,,
ASTON MARTIN,DB7Vantage Volante 2PL CG,ES,36,306.0,M 6,30.8,12.9,19.5,469,,,,,
ASTON MARTIN,DB7Vantage Volante 4PL CG,ES,36,306.0,M 6,30.8,12.9,19.5,469,,,,,
ASTON MARTIN,DB7Vantage 2PL BVA CG,ES,36,306.0,A 5,33.1,11.9,19.7,472,,,,,
ASTON MARTIN,DB7Vantage 4PL BVA CG,ES,36,306.0,A 5,33.1,11.9,19.7,472,,,,,
ASTON MARTIN,DB7Vantage Volante 2PL BVA CG,ES,36,306.0,A 5,33.1,11.9,19.7,472,,,,,
ASTON MARTIN,DB7Vantage Volante 4PL BVA CG,ES,36,306.0,A 5,33.1,11.9,19.7,472,,,,,
FERRARI,456MGT,ES,40,325.0,M 6,35.1,13.8,21.6,495,,,,,
FERRARI,550BARCHETTA,ES,46,357.0,M 6,38.2,16.4,24.4,558,,,,,
FERRARI,550MARANELLO,ES,46,357.0,M 6,38.2,16.4,24.4,558,,,,,
FERRARI,456MGTA,ES,41,325.0,A 4,40.3,16.2,25.0,570,,,,,
