Marque,Modèle,Type de Carburant,Puissance Fiscale (CV),Puissance Moteur,Transmission,Consommation Urbaine (L/100 km),Consommation Autoroute (L/100 km),Consommation Mixte (L/100 km),Emissions CO2 (g/km),Catégorie de Véhicule,Cylindrée (L),Cylindres,masse orde marche min,masse orde marche max
VOLKSWAGEN,MULTIVAN (115ch),ES,10,85.0,M 5,16.8,9.5,12.2,293,,,,,
VOLKSWAGEN,MULTIVAN (115ch),ES,10,85.0,M 5,16.8,9.5,12.2,293,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE (115ch),ES,10,85.0,M 5,16.8,9.5,12.2,293,,,,,
AUDI,A6AVANT 2.7T (250ch) QUATTRO TIPTRONIC,ES,18,184.0,A 5,18.2,8.9,12.3,295,,,,,
BMW,540i BERLINE,ES,21,210.0,M 6,18.4,8.8,12.3,295,,,,,
BMW,540i BERLINE BVA,ES,21,210.0,A 5,18.2,8.9,12.3,295,,,,,
JAGUAR,S-TYPE 4.0L V8,ES,20,203.0,A 5,17.6,9.2,12.3,295,,,,,
MERCEDES-BENZ,E 430 4MATIC BERLINE BVA,ES,20,205.0,A 5,17.9,9.2,12.3,295,,,,,
PORSCHE,911CARRERA 4 (300ch),ES,22,221.0,M 6,17.2,8.8,11.8,295,,,,,
PORSCHE,911CARRERA 4 (300ch) 2PL,ES,22,221.0,M 6,17.2,8.8,11.8,295,,,,,
PORSCHE,911CARRERA 4 (300ch) 2PL RABAISSE,ES,22,221.0,M 6,17.2,8.8,11.8,295,,,,,
PORSCHE,911CARRERA 4 (300ch) RABAISSE,ES,22,221.0,M 6,17.2,8.8,11.8,295,,,,,
PORSCHE,911CARRERA 4 CABRIOLET (300ch),ES,22,221.0,M 6,17.2,8.8,11.8,295,,,,,
PORSCHE,911CARRERA 4 CABRIOLET (300ch) 2PL,ES,22,221.0,M 6,17.2,8.8,11.8,295,,,,,
VOLKSWAGEN,COMBI LONG SURLV (115ch),ES,10,85.0,M 5,16.6,9.9,12.3,295,,,,,
LEXUS,GS430,ES,21,208.0,A 5,17.3,9.4,12.3,296,,,,,
ALFA-ROMEO,1663.0L V6,ES,16,162.0,M 6,18.3,9.1,12.5,297,,,,,
CHRYSLER,GRAND VOYAGER 3.3L,ES,13,128.0,A 4,17.3,9.9,12.7,297,,,,,
CHRYSLER,GRAND VOYAGER 3.3L,ES,13,128.0,A 4,17.3,9.9,12.7,297,,,,,
CHRYSLER,GRAND VOYAGER 3.3L,ES,13,128.0,A 4,17.3,9.9,12.7,297,,,,,
CHRYSLER,GRAND VOYAGER 3.3L 4X4,ES,13,128.0,A 4,17.3,9.9,12.7,297,,,,,
CHRYSLER,GRAND VOYAGER 3.3L 4X4,ES,13,128.0,A 4,17.3,9.9,12.7,297,,,,,
CHRYSLER,VOYAGER 3.3L,ES,13,128.0,A 4,17.3,9.9,12.7,297,,,,,
CHRYSLER,VOYAGER 3.3L,ES,13,128.0,A 4,17.3,9.9,12.7,297,,,,,
MERCEDES-BENZ,CLK430 CABRIOLET BVA,ES,20,205.0,A 5,18.2,9.1,12.4,297,,,,,
AUDI,A83.7L (260ch) QUATTRO TIPTRONIC,ES,19,191.0,A 5,18.4,9.0,12.4,298,,,,,
LAND ROVER,FREELANDER V6 3P,ES,13,130.0,A 5,17.2,9.7,12.4,298,,,,,
LAND ROVER,FREELANDER V6 5P,ES,13,130.0,A 5,17.2,9.7,12.4,298,,,,,
VOLKSWAGEN,COMBI COURT (115ch) SYNCRO,ES,10,85.0,M 5,16.8,9.8,12.4,298,,,,,
VOLKSWAGEN,COMBI LONG (115ch) SYNCRO,ES,10,85.0,M 5,16.8,9.8,12.4,298,,,,,
VOLKSWAGEN,MULTIVAN (115ch),ES,10,85.0,M 5,17.0,9.7,12.4,298,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE (115ch),ES,10,85.0,M 5,17.0,9.7,12.4,298,,,,,
MERCEDES-BENZ,CL500 BVA,ES,23,225.0,A 5,18.8,9.4,12.4,299,,,,,
MERCEDES-BENZ,CL500 ZAS BVA,ES,22,220.0,A 5,18.6,9.2,12.4,299,,,,,
MERCEDES-BENZ,E 55 AMG BERLINE BVA,ES,27,260.0,A 5,18.8,8.7,12.5,299,,,,,
CITROEN,JUMPER COMBI COURT 10Q 2.0i,ES,10,80.0,M 5,15.6,10.8,12.6,300,,,,,
CITROEN,JUMPER COMBI COURT 14Q 2.0i,ES,10,80.0,M 5,15.6,10.8,12.6,300,,,,,
CITROEN,JUMPER COMBI MOYEN 14Q 2.0i,ES,10,80.0,M 5,15.6,10.8,12.6,300,,,,,
MERCEDES-BENZ,SL500 BVA,ES,23,225.0,A 5,18.4,9.3,12.7,300,,,,,
PEUGEOT,BOXER COMBI COURT 10Q 2.0i,ES,10,80.0,M 5,15.6,10.8,12.6,300,,,,,
PEUGEOT,BOXER COMBI COURT 14Q 2.0i,ES,10,80.0,M 5,15.6,10.8,12.6,300,,,,,
PEUGEOT,BOXER COMBI MOYEN 14Q 2.0i,ES,10,80.0,M 5,15.6,10.8,12.6,300,,,,,
PORSCHE,911CARRERA (320ch),ES,24,235.0,M 6,19.2,8.8,12.6,300,,,,,
PORSCHE,911CARRERA (320ch) 2PL,ES,24,235.0,M 6,19.2,8.8,12.6,300,,,,,
PORSCHE,911CARRERA (320ch) 2PL RABAISSE,ES,24,235.0,M 6,19.2,8.8,12.6,300,,,,,
PORSCHE,911CARRERA (320ch) RABAISSE,ES,24,235.0,M 6,19.2,8.8,12.6,300,,,,,
PORSCHE,911CARRERA CABRIOLET (320ch),ES,24,235.0,M 6,19.2,8.8,12.6,300,,,,,
PORSCHE,911CARRERA CABRIOLET (320ch) 2PL,ES,24,235.0,M 6,19.2,8.8,12.6,300,,,,,
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,ES,10,85.0,A 4,17.1,9.7,12.5,300,,,,,
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,ES,10,85.0,A 4,17.1,9.7,12.5,300,,,,,
VOLKSWAGEN,CARAVELLE LONGUE (115ch) BVA,ES,10,85.0,A 4,17.1,9.7,12.5,300,,,,,
VOLKSWAGEN,COMBI COURT (115ch) BVA,ES,10,85.0,A 4,17.1,9.7,12.5,300,,,,,
VOLKSWAGEN,COMBI COURT (115ch) BVA,ES,10,85.0,A 4,17.1,9.7,12.5,300,,,,,
VOLKSWAGEN,COMBI LONG (115ch) BVA,ES,10,85.0,A 4,17.1,9.7,12.5,300,,,,,
VOLKSWAGEN,COMBI LONG SURLV (115ch),ES,10,85.0,M 5,16.8,10.1,12.5,300,,,,,
VOLKSWAGEN,COMBI LONG SURLV (115ch),ES,10,85.0,M 5,16.8,10.1,12.5,300,,,,,
JAGUAR,XKRCOUPE,ES,28,267.0,A 5,17.9,9.4,12.5,301,,,,,
BMW,540i TOURING,ES,21,210.0,M 6,18.7,9.0,12.6,302,,,,,
VOLKSWAGEN,CARAVELLE COURTE (115ch) SYNCRO,ES,10,85.0,M 5,17.0,10.0,12.6,302,,,,,
VOLKSWAGEN,CARAVELLE COURTE (115ch) SYNCRO,ES,10,85.0,M 5,17.0,10.0,12.6,302,,,,,
VOLKSWAGEN,CARAVELLE LONGUE (115ch) SYNCRO,ES,10,85.0,M 5,17.0,10.0,12.6,302,,,,,
VOLKSWAGEN,CARAVELLE LONGUE (115ch) SYNCRO,ES,10,85.0,M 5,17.0,10.0,12.6,302,,,,,
VOLKSWAGEN,COMBI COURT (115ch) SYNCRO,ES,10,85.0,M 5,17.0,10.0,12.6,302,,,,,
VOLKSWAGEN,COMBI COURT (115ch) SYNCRO,ES,10,85.0,M 5,17.0,10.0,12.6,302,,,,,
VOLKSWAGEN,COMBI LONG (115ch) SYNCRO,ES,10,85.0,M 5,17.0,10.0,12.6,302,,,,,
VOLKSWAGEN,COMBI LONG (115ch) SYNCRO,ES,10,85.0,M 5,17.0,10.0,12.6,302,,,,,
VOLKSWAGEN,MULTIVAN (115ch) SYNCRO,ES,10,85.0,M 5,17.0,10.0,12.6,302,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE (115ch) SYNCRO,ES,10,85.0,M 5,17.0,10.0,12.6,302,,,,,
CHEVROLET,TRANS SPORT V6 3.4L 4X4 BVA,ES,14,138.0,A 4,16.4,10.8,12.8,303,,,,,
MERCEDES-BENZ,CLK55 AMG CABRIOLET BVA,ES,26,255.0,A 5,19.3,8.9,12.7,304,,,,,
MERCEDES-BENZ,CLK55 AMG CABRIOLET BVA,ES,26,255.0,A 5,19.3,8.9,12.7,304,,,,,
PORSCHE,911CARRERA 4 (300ch) 2PL BVA,ES,22,221.0,A 5,18.6,8.8,12.4,304,,,,,
PORSCHE,911CARRERA 4 (300ch) 2PL RABAISSE BVA,ES,22,221.0,A 5,18.6,8.8,12.4,304,,,,,
PORSCHE,911CARRERA 4 (300ch) BVA,ES,22,221.0,A 5,18.6,8.8,12.4,304,,,,,
PORSCHE,911CARRERA 4 (300ch) RABAISSE BVA,ES,22,221.0,A 5,18.6,8.8,12.4,304,,,,,
PORSCHE,911CARRERA 4 CABRIOLET (300ch) 2PL BVA,ES,22,221.0,A 5,18.6,8.8,12.4,304,,,,,
PORSCHE,911CARRERA 4 CABRIOLET (300ch) BVA,ES,22,221.0,A 5,18.6,8.8,12.4,304,,,,,
BMW,X53.0i,ES,17,170.0,M 5,17.4,10.0,12.7,305,,,,,
CITROEN,JUMPER COMBI COURT 10Q 2.0i,ES,10,80.0,M 5,15.9,11.0,12.8,305,,,,,
CITROEN,JUMPER COMBI COURT 14Q 2.0i 4X4,ES,10,80.0,M 5,15.9,11.0,12.8,305,,,,,
CITROEN,JUMPER COMBI MOYEN 14Q 2.0i,ES,10,80.0,M 5,15.9,11.0,12.8,305,,,,,
DAIMLER,DAIMLER SUPER V8,ES,28,267.0,A 5,18.0,9.5,12.6,305,,,,,
JAGUAR,XJR,ES,28,267.0,A 5,18.0,9.5,12.6,305,,,,,
JAGUAR,XKRCONVERTIBLE,ES,28,267.0,A 5,18.0,9.6,12.7,305,,,,,
MAZDA,TRIBUTE 3.0L V6 4WD,ES,15,145.0,A 4,18.9,9.3,12.8,305,,,,,
MERCEDES-BENZ,E 430 4MATIC BREAK BVA,ES,20,205.0,A 5,18.7,9.4,12.7,305,,,,,
PEUGEOT,BOXER COMBI COURT 14Q 2.0i 4X4,ES,10,80.0,M 5,15.9,11.0,12.8,305,,,,,
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,ES,10,85.0,A 4,17.3,9.9,12.7,305,,,,,
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,ES,10,85.0,A 4,17.3,9.9,12.7,305,,,,,
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,ES,10,85.0,A 4,17.3,9.9,12.7,305,,,,,
VOLKSWAGEN,CARAVELLE COURTE (115ch) BVA,ES,10,85.0,A 4,17.3,9.9,12.7,305,,,,,
VOLKSWAGEN,CARAVELLE LONGUE (115ch) BVA,ES,10,85.0,A 4,17.3,9.9,12.7,305,,,,,
VOLKSWAGEN,CARAVELLE LONGUE (115ch) BVA,ES,10,85.0,A 4,17.3,9.9,12.7,305,,,,,
VOLKSWAGEN,COMBI COURT (115ch) BVA,ES,10,85.0,A 4,17.3,9.9,12.7,305,,,,,
VOLKSWAGEN,COMBI LONG (115ch) BVA,ES,10,85.0,A 4,17.3,9.9,12.7,305,,,,,
VOLKSWAGEN,COMBI LONG (115ch) BVA,ES,10,85.0,A 4,17.3,9.9,12.7,305,,,,,
VOLKSWAGEN,MULTIVAN (115ch) BVA,ES,10,85.0,A 4,17.3,9.9,12.7,305,,,,,
VOLKSWAGEN,MULTIVAN (115ch) BVA,ES,10,85.0,A 4,17.3,9.9,12.7,305,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE (115ch) BVA,ES,10,85.0,A 4,17.3,9.9,12.7,305,,,,,
AUDI,ALLROAD 2.7T (250ch) QUATTRO BV6,ES,18,184.0,M 6,18.0,9.8,12.8,307,,,,,
AUDI,ALLROAD 2.7T (250ch) QUATTRO BV6+B.T.,ES,18,184.0,M 6,18.0,9.8,12.8,307,,,,,
BMW,540i TOURING BVA,ES,21,210.0,A 5,18.9,9.2,12.8,307,,,,,
MERCEDES-BENZ,E 55 AMG BREAK BVA,ES,27,260.0,A 5,19.4,9.2,12.8,307,,,,,
VOLKSWAGEN,CARAVELLE LONGUE (115ch) SYNCRO,ES,10,85.0,M 5,17.2,10.2,12.8,307,,,,,
VOLKSWAGEN,MULTIVAN (115ch) SYNCRO,ES,10,85.0,M 5,17.2,10.2,12.8,307,,,,,
VOLKSWAGEN,MULTIVAN (115ch) SYNCRO,ES,10,85.0,M 5,17.2,10.2,12.8,307,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE (115ch) SYNCRO,ES,10,85.0,M 5,17.2,10.2,12.8,307,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE (115ch) SYNCRO,ES,10,85.0,M 5,17.2,10.2,12.8,307,,,,,
PORSCHE,911GT2 (462ch),ES,38,340.0,M 6,18.9,9.3,12.9,309,,,,,
PORSCHE,911TURBO (420ch),ES,33,309.0,M 6,18.9,9.2,12.9,309,,,,,
PORSCHE,911TURBO (420ch) 2PL,ES,33,309.0,M 6,18.9,9.2,12.9,309,,,,,
ALFA-ROMEO,1663.0L V6 SPORTRONIC,ES,16,162.0,A 4,19.4,9.3,13.0,310,,,,,
AUDI,ALLROAD 2.7T (250ch) QUATTRO BV6+B.T.,ES,18,184.0,M 6,18.1,9.9,12.9,310,,,,,
BMW,X53.0i BVA,ES,17,170.0,A 5,17.5,10.3,12.9,310,,,,,
CHEVROLET,TRAILBLAZER 4.2L,ES,20,201.0,A 4,17.9,10.1,13.0,310,,,,,
CITROEN,JUMPER COMBI COURT 10Q 2.0i 4X4,ES,10,80.0,M 5,16.1,11.2,13.0,310,,,,,
CITROEN,JUMPER COMBI MOYEN 14Q 2.0i,ES,10,80.0,M 5,16.1,11.2,13.0,310,,,,,
CITROEN,JUMPER COMBI MOYEN 14Q 2.0i 4X4,ES,10,80.0,M 5,16.1,11.2,13.0,310,,,,,
MERCEDES-BENZ,CL55 AMG BVA,ES,27,265.0,A 5,19.6,9.2,13.0,310,,,,,
MERCEDES-BENZ,S 55 AMG BERLINE BVA,ES,27,265.0,A 5,19.6,9.2,13.0,310,,,,,
MERCEDES-BENZ,S 55 AMG LIMOUSINE BVA,ES,27,265.0,A 5,19.6,9.2,13.0,310,,,,,
PEUGEOT,BOXER COMBI COURT 10Q 2.0i 4X4,ES,10,80.0,M 5,16.1,11.2,13.0,310,,,,,
PEUGEOT,BOXER COMBI MOYEN 14Q 2.0i 4X4,ES,10,80.0,M 5,16.1,11.2,13.0,310,,,,,
PORSCHE,911CARRERA 4 (320ch),ES,24,235.0,M 6,19.5,9.3,13.0,310,,,,,
PORSCHE,911CARRERA 4 (320ch) 2PL,ES,24,235.0,M 6,19.5,9.3,13.0,310,,,,,
PORSCHE,911CARRERA 4 (320ch) 2PL RABAISSE,ES,24,235.0,M 6,19.5,9.3,13.0,310,,,,,
PORSCHE,911CARRERA 4 (320ch) RABAISSE,ES,24,235.0,M 6,19.5,9.3,13.0,310,,,,,
PORSCHE,911CARRERA 4 CABRIOLET (320ch),ES,24,235.0,M 6,19.5,9.3,13.0,310,,,,,
PORSCHE,911CARRERA 4 CABRIOLET (320ch) 2PL,ES,24,235.0,M 6,19.5,9.3,13.0,310,,,,,
VOLKSWAGEN,MULTIVAN (115ch) BVA,ES,10,85.0,A 4,17.5,10.1,12.9,310,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE (115ch) BVA,ES,10,85.0,A 4,17.5,10.1,12.9,310,,,,,
BMW,540i PROTECTION BERLINE BVA,ES,21,210.0,A 5,19.5,9.2,13.0,311,,,,,
JEEP,WRANGLER 4.0L,ES,14,130.0,M 5,19.0,9.7,13.1,311,,,,,
LEXUS,RX30,ES,15,148.0,A 4,17.7,10.3,13.0,311,,,,,
MITSUBISHI,PAJERO SPORT 3.0 V6 BVA,ES,13,125.0,A 4,17.1,11.2,13.4,311,,,,,
AUDI,A84.2L (310ch) QUATTRO TIPTRONIC,ES,23,228.0,A 5,19.6,9.2,13.0,312,,,,,
OPEL,FRONTERA COURT 3.2L V6 24V,ES,15,151.0,M 5,17.8,10.2,13.0,312,,,,,
VOLKSWAGEN,CARAVELLE COURTE V6 (204ch),ES,15,150.0,A 4,17.7,10.2,13.0,312,,,,,
VOLKSWAGEN,CARAVELLE COURTE V6 (204ch),ES,15,150.0,A 4,17.7,10.2,13.0,312,,,,,
VOLKSWAGEN,CARAVELLE COURTE V6 (204ch),ES,15,150.0,A 4,17.7,10.2,13.0,312,,,,,
VOLKSWAGEN,CARAVELLE COURTE V6 (204ch),ES,15,150.0,A 4,17.7,10.2,13.0,312,,,,,
VOLKSWAGEN,CARAVELLE LONGUE V6 (204ch),ES,15,150.0,A 4,17.7,10.2,13.0,312,,,,,
VOLKSWAGEN,CARAVELLE LONGUE V6 (204ch),ES,15,150.0,A 4,17.7,10.2,13.0,312,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE V6 (204ch),ES,15,150.0,A 4,17.7,10.2,13.0,312,,,,,
VOLKSWAGEN,MULTIVAN V6 (204ch),ES,15,150.0,A 4,17.7,10.2,13.0,312,,,,,
AUDI,A64.2L V8 (300ch) QUATTRO TIPTRONIC,ES,22,220.0,A 5,19.4,9.5,13.1,314,,,,,
AUDI,A6AVANT 4.2L (300ch) TIPTRONIC,ES,22,220.0,A 5,19.4,9.5,13.1,314,,,,,
AUDI,A8CHASSIS LONG 4.2L (310ch) QUATTRO TIPTRONIC,ES,23,228.0,A 5,19.7,9.3,13.1,314,,,,,
CHEVROLET,CORVETTE CABRIOLET V8 5.7L,ES,26,253.0,M 6,19.4,9.5,13.1,314,,,,,
CHEVROLET,CORVETTE V8 5.7L,ES,26,253.0,M 6,19.4,9.5,13.1,314,,,,,
MERCEDES-BENZ,E 55 AMG 4MATIC BERLINE BVA,ES,27,260.0,A 5,19.5,9.4,13.1,314,,,,,
VOLKSWAGEN,COMBI LONG SURLV (115ch) SYNCRO,ES,10,85.0,M 5,17.1,10.5,13.1,314,,,,,
VOLKSWAGEN,COMBI LONG SURLV (115ch) SYNCRO,ES,10,85.0,M 5,17.1,10.5,13.1,314,,,,,
MERCEDES-BENZ,E 55 AMG 4MATIC BREAK BVA,ES,27,260.0,A 5,19.7,9.5,13.2,316,,,,,
OPEL,FRONTERA LONG 3.2L V6 24V,ES,15,151.0,M 5,18.0,10.5,13.2,316,,,,,
AUDI,ALLROAD 2.7T (250ch) QUATTRO TIPTRONIC,ES,19,184.0,A 5,19.2,9.7,13.2,317,,,,,
VOLKSWAGEN,CARAVELLE LONGUE V6 (204ch),ES,15,150.0,A 4,17.9,10.4,13.2,317,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE V6 (204ch),ES,15,150.0,A 4,17.9,10.4,13.2,317,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE V6 (204ch),ES,15,150.0,A 4,17.9,10.4,13.2,317,,,,,
VOLKSWAGEN,MULTIVAN V6 (204ch),ES,15,150.0,A 4,17.9,10.4,13.2,317,,,,,
VOLKSWAGEN,MULTIVAN V6 (204ch),ES,15,150.0,A 4,17.9,10.4,13.2,317,,,,,
AUDI,ALLROAD 2.7T (250ch) QUATTRO TIPTRONIC,ES,19,184.0,A 5,19.3,9.8,13.3,319,,,,,
VOLKSWAGEN,COMBI LONG SURLV (115ch) SYNCRO,ES,10,85.0,M 5,17.3,10.7,13.3,319,,,,,
MERCEDES-BENZ,CL600 BVA,ES,28,270.0,A 5,20.7,9.3,13.4,320,,,,,
MERCEDES-BENZ,S 600 LIMOUSINE BVA,ES,28,270.0,A 5,20.7,9.3,13.4,320,,,,,
PORSCHE,911GT3 (360ch),ES,28,265.0,M 6,20.1,8.9,12.9,320,,,,,
CHEVROLET,CAMARO CABRIOLET V6 3.8L BVA,ES,15,142.0,A 4,20.6,9.3,13.4,321,,,,,
CHEVROLET,CAMARO V6 3.8L BVA,ES,15,142.0,A 4,20.6,9.3,13.4,321,,,,,
CHEVROLET,CAMARO V8 5.7L Z28,ES,22,212.0,M 6,19.6,9.9,13.5,322,,,,,
MERCEDES-BENZ,ML320 BVA,ES,16,160.0,A 5,18.6,10.7,13.5,324,,,,,
VOLKSWAGEN,COMBI LONG SURLV (115ch) BVA,ES,11,85.0,A 4,17.6,11.1,13.5,324,,,,,
DAEWOO,MUSSO 3.2 SELi BVA,ES,17,161.0,A 4,16.9,12.4,14.0,325,,,,,
SSANGYONG,MUSSO 3.2 SELi BVA,ES,17,161.0,A 4,16.9,12.4,14.0,325,,,,,
KIA,CARNIVAL BREAK 7PL V6 BVA,ES,13,121.0,A 4,18.9,11.1,13.9,327,,,,,
VOLKSWAGEN,COMBI LONG SURLV (115ch) BVA,ES,11,85.0,A 4,17.8,11.3,13.7,329,,,,,
VOLKSWAGEN,COMBI LONG SURLV (115ch) BVA,ES,11,85.0,A 4,17.8,11.3,13.7,329,,,,,
CADILLAC,SEVILLE V8 4.6L BVA,ES,23,224.0,A 4,19.1,10.9,13.9,330,,,,,
MERCEDES-BENZ,V 280 BVA,ES,14,128.0,A 4,18.6,11.0,13.8,330,,,,,
AUDI,S84.2L (360ch) QUATTRO BV6,ES,28,265.0,M 6,20.9,9.8,13.8,331,,,,,
BMW,X54.4i BVA,ES,22,210.0,A 5,18.8,11.1,13.9,335,,,,,
BMW,X54.4i BVA,ES,22,210.0,A 5,18.8,11.1,13.9,335,,,,,
CHEVROLET,BLAZER V6 4.3L BVA,ES,15,142.0,A 4,19.1,11.1,14.0,335,,,,,
MERCEDES-BENZ,S 500 PULMANN BVA,ES,23,225.0,A 5,20.0,10.5,14.0,335,,,,,
AUDI,S84.2L (360ch) QUATTRO TIPTRONIC,ES,28,265.0,A 5,21.9,9.7,14.1,338,,,,,
MITSUBISHI,PAJERO COURT 3.5GDI BVA EXCEED,ES,16,149.0,A 5,19.5,11.1,14.2,339,,,,,
MITSUBISHI,PAJERO LONG 3.5GDI BVA EXCEED,ES,16,149.0,A 5,19.5,11.1,14.2,339,,,,,
PORSCHE,911TURBO (420ch) 2PL BVA,ES,34,309.0,A 5,21.9,9.6,13.9,339,,,,,
PORSCHE,911TURBO (420ch) BVA,ES,34,309.0,A 5,21.9,9.6,13.9,339,,,,,
AUDI,S6(340ch) BV6,ES,26,250.0,M 6,21.1,10.3,14.2,341,,,,,
AUDI,S6AVANT (340ch) BV6,ES,26,250.0,M 6,21.1,10.3,14.2,341,,,,,
JEEP,CHEROKEE 4.0L 3P,ES,15,135.0,A 4,20.3,11.0,14.4,341,,,,,
JEEP,CHEROKEE 4.0L 5P,ES,15,135.0,A 4,20.3,11.0,14.4,341,,,,,
OPEL,FRONTERA LONG 3.2L V6 24V BVA,ES,16,151.0,A 4,19.8,11.2,14.3,344,,,,,
MERCEDES-BENZ,ML430 BVA,ES,21,200.0,A 5,19.9,11.3,14.4,345,,,,,
AUDI,S6(340ch) TIPTRONIC,ES,26,250.0,A 5,21.9,10.2,14.4,346,,,,,
AUDI,S6AVANT (340ch) TIPTRONIC,ES,26,250.0,A 5,21.9,10.2,14.4,346,,,,,
BMW,M5BERLINE,ES,32,294.0,M 6,22.3,9.8,14.4,346,,,,,
AUDI,S6AVANT (340ch) TIPTRONIC,ES,27,250.0,A 5,22.0,10.3,14.5,348,,,,,
CHEVROLET,BLAZER V6 4.3L ZR2,ES,15,142.0,M 5,20.2,11.3,14.6,349,,,,,
MERCEDES-BENZ,S 600 PULMANN BVA,ES,29,270.0,A 5,21.9,10.4,14.6,349,,,,,
JEEP,WRANGLER 4.0L BVA,ES,14,130.0,A 3,20.2,11.5,14.7,350,,,,,
CHEVROLET,TAHOE V8 5.3L BVA 5PL,ES,21,201.0,A 4,20.3,11.7,14.8,351,,,,,
CHEVROLET,TAHOE V8 5.3L BVA 8PL,ES,21,201.0,A 4,20.3,11.7,14.8,351,,,,,
FORD,EXPLORER 4.0L V6,ES,16,145.0,A 5,18.8,12.7,14.9,353,,,,,
FORD,EXPLORER 4.0L V6,ES,16,145.0,A 5,18.8,12.7,14.9,353,,,,,
MERCEDES-BENZ,ML55 AMG BVA,ES,27,255.0,A 5,20.6,11.4,14.8,354,,,,,
AUDI,A86.0L W12 (420ch) QUATTRO TIPTRONIC,ES,34,309.0,A 5,23.2,10.0,14.8,355,,,,,
AUDI,A8LIMOUSINE 6.0L W12 (420ch) QUATTRO TIPTRONIC,ES,34,309.0,A 5,23.2,10.0,14.8,355,,,,,
TVR,CHIMAERA,ES,17,154.2,M 5,22.4,10.1,14.6,355,,,,,
BMW,Z8,ES,32,294.0,M 6,22.3,10.6,14.9,358,,,,,
ISUZU,TROOPER Citation V6 4P BVA,ES,17,158.0,A 4,20.6,11.7,15.0,358,,,,,
ISUZU,TROOPER Citation V6 4P BVA,ES,17,158.0,A 4,20.6,11.7,15.0,358,,,,,
ISUZU,TROOPER Citation V6 4P 7PL BVA,ES,17,158.0,A 4,20.8,11.9,15.2,362,,,,,
ISUZU,TROOPER Citation V6 4P 7PL BVA,ES,17,158.0,A 4,20.8,11.9,15.2,362,,,,,
JEEP,GRAND CHEROKEE 4.0L,ES,16,140.0,A 4,21.3,12.0,15.4,366,,,,,
ASTON MARTIN,VANQUISH 2PL CG,ES,40,345.0,M 6,25.6,11.5,16.7,369,,,,,
ASTON MARTIN,VANQUISH 4PL CG,ES,40,345.0,M 6,25.6,11.5,16.7,369,,,,,
MASERATI,3200 GT,ES,30,271.0,M 6,24.0,10.7,15.6,370,,,,,
MERCEDES-BENZ,G 320 BREAK COURT BVA,ES,17,158.0,A 5,20.0,12.8,15.5,370,,,,,
MERCEDES-BENZ,G 320 BREAK LONG BVA,ES,17,158.0,A 5,20.0,12.8,15.5,370,,,,,
MERCEDES-BENZ,G 320 CABRIOLET BVA,ES,17,158.0,A 5,20.0,12.8,15.5,370,,,,,
MERCEDES-BENZ,SL600 BVA,ES,32,290.0,A 5,23.3,10.9,15.5,370,,,,,
TVR,CHIMAERA,ES,19,175.0,M 5,23.7,10.9,15.6,375,,,,,
DAEWOO,MUSSO 3.2 SELi BVA,ES,18,161.0,A 4,20.0,14.0,16.2,376,,,,,
SSANGYONG,MUSSO 3.2 SELi BVA,ES,18,161.0,A 4,20.0,14.0,16.2,376,,,,,
LAND ROVER,RANGE ROVER V8 4.0L BVA,ES,16,136.0,A 4,21.7,11.5,15.2,385,,,,,
MASERATI,QUATTROPORTE 2.8L,ES,23,209.0,M 6,25.4,12.1,17.0,395,,,,,
LAND ROVER,DISCOVERY SEVEN V8 BVA,ES,16,136.0,A 4,22.9,13.1,16.7,397,,,,,
LAND ROVER,DISCOVERY SEVEN V8 BVA,ES,16,136.0,A 4,22.9,13.1,16.7,397,,,,,
LAND ROVER,DISCOVERY V8 BVA,ES,16,136.0,A 4,22.9,13.1,16.7,397,,,,,
LAND ROVER,DISCOVERY V8 BVA,ES,16,136.0,A 4,22.9,13.1,16.7,397,,,,,
LAND ROVER,DISCOVERY V8 BVA avec SLS,ES,16,136.0,A 4,22.9,13.1,16.7,397,,,,,
LAND ROVER,RANGE ROVER V8 4.6L VOGUE BVA,ES,18,160.0,A 4,23.9,12.2,16.4,398,,,,,
TVR,CHIMAERA,ES,20,182.0,M 5,25.9,11.3,16.7,398,,,,,
JEEP,GRAND CHEROKEE 4.7L,ES,18,164.0,A 5,22.5,13.6,16.8,400,,,,,
MERCEDES-BENZ,G 500 BREAK COURT BVA,ES,24,218.0,A 5,21.8,13.7,16.7,400,,,,,
