Marque,Modèle,Puissance Fiscale (CV),Puissance Moteur,Transmission,Consommation Urbaine (L/100 km),Consommation Autoroute (L/100 km),Consommation Mixte (L/100 km),Emissions CO2 (g/km),Type de Carburant,Catégorie de Véhicule,Cylindrée (L),Cylindres,masse orde marche min
JEEP,WRANGLER 2.8L TD BVM6,12,130.0,M 6,12.7,8.3,9.9,263,GO,,,,
JEEP,WRANGLER 2.8L TD BVM6,12,130.0,M 6,12.7,8.3,9.9,263,GO,,,,
JEEP,WRANGLER 2.8L TD BVM6,12,130.0,M 6,12.7,8.3,9.9,263,GO,,,,
JEEP,WRANGLER 2.8L TD BVM6,13,130.0,M 6,13.0,8.5,10.0,268,GO,,,,
JEEP,WRANGLER 2.8L TD BVM6,13,130.0,M 6,13.0,8.5,10.0,268,GO,,,,
JEEP,WRANGLER 2.8L TD BVM6,13,130.0,M 6,13.0,8.5,10.0,268,GO,,,,
JEEP,WRANGLER 2.8L TD BVM6,13,130.0,M 6,13.0,8.5,10.0,268,GO,,,,
JEEP,WRANGLER 3.8L BVA4,14,146.0,A 4,16.4,8.8,11.6,275,ES,,,,
JEEP,WRANGLER 3.8L BVA4,14,146.0,A 4,16.4,8.8,11.6,275,ES,,,,
JEEP,WRANGLER 3.8L BVA4,14,146.0,A 4,16.4,8.8,11.6,275,ES,,,,
JEEP,WRANGLER 3.8L BVA4,14,146.0,A 4,16.7,9.0,11.9,282,ES,,,,
JEEP,WRANGLER 3.8L BVA4,14,146.0,A 4,16.7,9.0,11.9,282,ES,,,,
JEEP,WRANGLER 3.8L BVM6,14,146.0,M 6,16.2,8.9,11.5,273,ES,,,,
JEEP,WRANGLER 3.8L BVM6,14,146.0,M 6,16.2,8.9,11.5,273,ES,,,,
JEEP,WRANGLER 3.8L BVM6,14,146.0,M 6,16.2,9.2,11.8,280,ES,,,,
JEEP,WRANGLER 3.8L BVM6,14,146.0,M 6,16.2,9.2,11.8,280,ES,,,,
JEEP,WRANGLER 3.8L BVM6,15,146.0,M 6,18.0,9.3,12.5,296,ES,,,,
JEEP,WRANGLER 3.8L BVM6,15,146.0,M 6,18.0,9.3,12.5,296,ES,,,,
JEEP,WRANGLER 3.8L BVM6,15,146.0,M 6,18.0,9.7,12.8,304,ES,,,,
JEEP,WRANGLER 3.8L BVM6,15,146.0,M 6,18.0,9.7,12.8,304,ES,,,,
JEEP,WRANGLER 4.0L BVA4,14,130.0,A 4,18.5,10.0,13.0,321,ES,,,,
JEEP,WRANGLER 4.0L BVM6,14,130.0,M 6,18.9,10.0,13.0,323,ES,,,,
LADA,LADA 111,6,65.5,M 5,9.2,5.5,6.9,169,ES,,,,
LADA,LADA 1119,6,59.5,M 5,9.6,5.7,7.1,177,ES,,,,
LADA,LADA 112,6,65.5,M 5,9.0,5.3,6.7,165,ES,,,,
LADA,LADA 4 X 4,6,56.5,M 5,15.9,10.4,12.4,199,GP/ES,,,,
LADA,LADA 4 X 4,7,59.5,M 5,12.0,8.0,9.5,233,ES,,,,
LADA,LADA 4 X 4,6,59.5,M 5,12.0,8.0,9.5,233,ES/GP,,,,
LAMBORGHINI,DIABLO,52,405.0,M 5,34.7,14.2,21.8,520,ES,,,,
LAMBORGHINI,DIABLO,53,405.0,M 5,34.7,15.5,22.5,540,ES,,,,
LAMBORGHINI,DIABLO,51,390.0,M 5,37.9,17.3,24.9,575,ES,,,,
LAMBORGHINI,DIABLO ROADSTER,53,405.0,M 5,34.7,15.5,22.5,540,ES,,,,
LAMBORGHINI,DIABLO ROADSTER,47,362.0,M 5,39.0,16.5,24.8,575,ES,,,,
LAMBORGHINI,DIABLO ROADSTER,51,390.0,M 5,37.9,17.3,24.9,575,ES,,,,
LAMBORGHINI,DIABLO SPECIAL EDITION,51,390.0,M 5,37.9,17.3,24.9,575,ES,,,,
LAMBORGHINI,DIABLO SPECIAL EDITION GT,55,423.0,M 5,31.8,16.6,22.1,530,ES,,,,
LAMBORGHINI,DIABLO SPECIAL EDITION GT,53,405.0,M 5,34.7,15.5,22.5,540,ES,,,,
LAMBORGHINI,GALLARDO,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO,45,368.0,M 6,29.1,13.9,19.5,450,ES,,,,
LAMBORGHINI,GALLARDO,45,368.0,M 6,29.1,13.9,19.5,450,ES,,,,
LAMBORGHINI,GALLARDO,45,368.0,M 6,29.1,13.9,19.5,450,ES,,,,
LAMBORGHINI,GALLARDO,45,368.0,M 6,29.1,13.9,19.5,450,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SPYDER,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,44,375.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,43,368.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,45,382.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,47,390.0,M 6,23.6,11.4,15.9,380,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,45,375.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,44,368.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,46,382.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,GALLARDO SUPERLEGGERA,47,390.0,M 6,24.8,12.4,17.0,400,ES,,,,
LAMBORGHINI,MURCIELAGO,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,63,471.0,M 6,32.3,15.0,21.3,495,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,55,426.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
LAMBORGHINI,MURCIELAGO ROADSTER,54,420.0,M 6,32.6,15.1,21.5,500,ES,,,,
